Journal	JournalFullName	ISSN	eISSN	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
INT FORUM ALLERGY RH	INTERNATIONAL FORUM OF ALLERGY & RHINOLOGY	2042-6976	2042-6984	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.371	2.082	2.35	2.135	2.454	2.521	2.611	3.858	5.426	6.4	6.4
J PHOTON ENERGY	JOURNAL OF PHOTONICS FOR ENERGY	1947-7988	1947-7988	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.381	1.366	1.527	2.287	2.157	2.277	1.538	1.836	1.729	1.7	1.7
SALAMANDRA	SALAMANDRA	0036-3375	0036-3375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.229	1.1	1.25	1.25	1.46	1.313	1.532	1.911	1.765	1.3	1.3
PROG NAT SCI-MATER	PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL	1002-0071	1745-5391	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	0.989	1.143	1.873	1.753	2.038	2.572	3.31	4.0	3.607	4.269	4.7	4.7
INVAS PLANT SCI MANA	INVASIVE PLANT SCIENCE AND MANAGEMENT	1939-7291	1939-747X	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.982	0.838	0.964	1.21	0.952	1.081	0.672	0.905	1.273	1.333	1.1	1.1
HEAD FACE MED	HEAD & FACE MEDICINE	N/A	1746-160X	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.981	0.867	0.853	0.916	1.37	1.606	1.492	1.882	2.151	2.246	3.0	3.0
GEOMAT NAT HAZ RISK	GEOMATICS NATURAL HAZARDS & RISK	1947-5705	1947-5713	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.977	0.622	1.31	2.14	1.71	1.713	2.332	3.333	3.528	3.922	4.2	4.2
WATER-SUI	WATER	N/A	2073-4441	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	0.973	1.291	1.428	1.687	1.832	2.069	2.524	2.544	3.103	3.53	3.4	3.4
WORLD J EMERG SURG	WORLD JOURNAL OF EMERGENCY SURGERY	1749-7922	1749-7922	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	0.918	1.062	1.473	1.583	2.282	3.198	3.798	4.1	5.469	8.165	8.0	8.0
WEATHER CLIM SOC	WEATHER CLIMATE AND SOCIETY	1948-8327	1948-8335	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.913	0.911	1.696	1.931	2.594	2.033	2.043	1.958	2.746	3.019	2.2	2.2
FRONT ENV SCI ENG	FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING	2095-2201	2095-221X	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.886	0.881	1.357	1.799	1.716	1.961	3.883	4.053	4.357	6.048	6.4	6.4
INT J MENT HEALTH AD	INTERNATIONAL JOURNAL OF MENTAL HEALTH AND ADDICTION	1557-1874	1557-1882	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.953	0.992	1.018	1.179	1.192	1.42	1.648	3.836	11.555	8.0	8.0
REV ESP MED NUCL IMA	REVISTA ESPANOLA DE MEDICINA NUCLEAR E IMAGEN MOLECULAR	2253-654X	N/A	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.863	0.938	1.054	0.983	0.951	1.202	0.928	1.09	1.359	1.247	1.2	1.2
VERTEBR ZOOL	VERTEBRATE ZOOLOGY	1864-5755	N/A	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	0.86	1.109	0.593	0.722	1.059	0.961	1.282	1.167	1.757	1.879	2.1	2.1
J MULTIMODAL USER IN	JOURNAL ON MULTIMODAL USER INTERFACES	1783-7677	1783-8738	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.833	0.462	0.797	1.017	1.031	1.14	2.02	1.511	1.769	1.694	2.9	2.9
R J	R JOURNAL	2073-4859	N/A	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.825	0.895	1.038	1.045	1.075	1.371	2.682	3.312	3.984	1.673	2.1	2.1
NUTR DIABETES	NUTRITION & DIABETES	2044-4052	2044-4052	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	0.818	1.517	2.654	2.773	3.534	2.742	3.098	4.357	5.097	4.725	6.1	6.1
COMPR PHYSIOL	COMPREHENSIVE PHYSIOLOGY	2040-4603	2040-4603	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	0.807	1.685	4.739	6.364	6.949	5.797	6.246	6.604	9.09	8.915	5.8	5.8
J ASIA-PAC ENTOMOL	JOURNAL OF ASIA-PACIFIC ENTOMOLOGY	1226-8615	1876-7990	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.797	0.875	0.946	0.824	1.046	0.875	0.967	1.101	1.303	1.58	1.5	1.5
J FISH WILDL MANAG	JOURNAL OF FISH AND WILDLIFE MANAGEMENT	1944-687X	1944-687X	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.796	0.949	0.757	0.795	0.633	0.598	0.981	0.813	0.784	0.797	0.7	0.7
SIAM J FINANC MATH	SIAM JOURNAL ON FINANCIAL MATHEMATICS	1945-497X	1945-497X	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.795	0.955	1.016	1.267	0.743	0.961	1.328	1.315	1.877	1.861	1.0	1.0
NZ ENTOMOL	NEW ZEALAND ENTOMOLOGIST	0077-9962	1179-3430	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.793	0.688	0.867	0.92	0.517	0.615	0.429	0.588	1.118	0.263	0.3	0.3
J PEDIATR NURS	JOURNAL OF PEDIATRIC NURSING-NURSING CARE OF CHILDREN & FAMILIES	0882-5963	N/A	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.788	0.916	1.006	1.006	1.158	1.8	1.563	1.495	2.145	2.523	2.4	2.4
J BEHAV HEALTH SER R	JOURNAL OF BEHAVIORAL HEALTH SERVICES & RESEARCH	1094-3412	1556-3308	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	0.782	1.026	1.372	1.617	2.024	1.769	1.343	1.59	1.505	1.475	1.9	1.9
INT J POLYM SCI	INTERNATIONAL JOURNAL OF POLYMER SCIENCE	1687-9422	1687-9430	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	0.765	1.322	1.195	1.0	1.077	1.718	1.892	1.646	2.642	2.973	3.3	3.3
J SIMUL	JOURNAL OF SIMULATION	1747-7778	1747-7786	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.383	0.58	1.164	0.772	1.218	1.533	1.214	2.205	2.543	2.5	2.5
J SIMUL	JOURNAL OF SIMULATION	1747-7778	1747-7786	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.74	0.383	0.58	1.164	0.772	1.218	1.533	1.214	2.205	2.543	2.5	2.5
PLANT GENET RESOUR-C	PLANT GENETIC RESOURCES-CHARACTERIZATION AND UTILIZATION	1479-2621	1479-263X	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	0.728	1.057	0.58	0.442	0.612	0.712	0.717	0.869	1.08	1.279	1.1	1.1
SMALL-SCALE FOR	SMALL-SCALE FORESTRY	1873-7617	1873-7854	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.726	0.922	0.971	0.814	1.045	1.044	1.731	1.453	1.778	1.333	1.5	1.5
J INTEGR ENVIRON SCI	JOURNAL OF INTEGRATIVE ENVIRONMENTAL SCIENCES	1943-815X	1943-8168	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.724	0.556	0.644	1.214	0.366	1.216	1.889	2.667	1.875	3.143	2.4	2.4
CARNETS GEOL	CARNETS DE GEOLOGIE	1634-0744	1765-2553	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.719	0.467	0.406	0.436	0.878	0.761	1.175	0.714	0.824	1.075	1.4	1.4
AQUAT MAMM	AQUATIC MAMMALS	0167-5427	N/A	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.702	0.465	1.015	0.873	0.908	0.916	0.636	0.748	1.382	1.633	1.2	1.2
NAT COMPUT	NATURAL COMPUTING	1567-7818	1572-9796	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.683	0.539	0.757	1.31	0.778	0.86	1.33	1.495	1.69	1.504	2.1	2.1
BIOTA NEOTROP	BIOTA NEOTROPICA	1676-0603	1676-0611	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.69	0.423	0.555	0.734	0.842	1.277	0.922	1.404	1.467	1.2	1.2
REV BRAS ENG AGR AMB	REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL	1415-4366	1807-1929	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.663	0.481	0.55	0.478	0.608	0.619	0.649	0.654	0.997	1.22	1.2	1.2
COGN TECHNOL WORK	COGNITION TECHNOLOGY & WORK	1435-5558	1435-5566	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	0.659	1.0	1.308	0.987	1.105	1.26	1.188	1.206	2.372	2.818	2.6	2.6
MIN PROC EXT MET REV	MINERAL PROCESSING AND EXTRACTIVE METALLURGY REVIEW	0882-7508	1547-7401	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.647	0.69	0.891	1.56	1.219	2.117	1.615	2.785	5.284	4.287	5.0	5.0
NAGOYA J MED SCI	NAGOYA JOURNAL OF MEDICAL SCIENCE	2186-3326	0027-7622	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.643	0.803	0.75	0.5	0.619	1.016	0.897	0.762	1.131	0.794	0.9	0.9
SWARM INTELL-US	SWARM INTELLIGENCE	1935-3812	1935-3820	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	0.64	1.833	2.16	2.577	3.115	1.52	2.208	2.556	2.143	3.727	2.6	2.6
IMAGE ANAL STEREOL	IMAGE ANALYSIS & STEREOLOGY	1580-3139	N/A	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.639	0.697	0.971	0.5	1.135	1.424	1.778	0.55	0.682	0.683	0.9	0.9
TECHNOL HEALTH CARE	TECHNOLOGY AND HEALTH CARE	0928-7329	1878-7401	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.638	0.636	0.697	0.678	0.724	0.717	0.787	0.806	1.285	1.205	1.6	1.6
INT J SPRAY COMBUST	INTERNATIONAL JOURNAL OF SPRAY AND COMBUSTION DYNAMICS	1756-8277	1756-8285	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.636	0.515	0.467	0.767	1.258	1.083	1.353	1.846	1.774	1.333	1.6	1.6
J INNOV OPT HEAL SCI	JOURNAL OF INNOVATIVE OPTICAL HEALTH SCIENCES	1793-5458	1793-7205	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.933	1.11	1.033	1.12	1.136	1.058	1.661	1.77	2.396	2.5	2.5
J PHYSIOL ANTHROPOL	JOURNAL OF PHYSIOLOGICAL ANTHROPOLOGY	1880-6805	1880-6805	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	0.632	1.164	1.268	1.694	1.25	1.487	1.743	1.73	2.867	2.509	3.1	3.1
INT J CRIT INFR PROT	INTERNATIONAL JOURNAL OF CRITICAL INFRASTRUCTURE PROTECTION	1874-5482	2212-2087	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.63	0.429	1.0	1.351	1.5	2.15	2.225	2.164	2.865	3.683	3.6	3.6
ORNITHOL SCI	ORNITHOLOGICAL SCIENCE	1347-0558	1347-0558	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.618	0.344	0.276	0.654	0.5	0.405	0.571	0.705	0.886	0.795	0.6	0.6
RES THEOR NURS PRACT	RESEARCH AND THEORY FOR NURSING PRACTICE	1541-6577	1945-7286	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.606	0.364	0.273	0.432	0.488	0.659	0.489	0.688	0.745	0.6	0.6
IJST-T ELECTR ENG	IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY-TRANSACTIONS OF ELECTRICAL ENGINEERING	2228-6179	2364-1827	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.6	0.348	0.111	0.107	0.333	0.519	0.6	0.657	1.376	1.89	2.4	2.4
REV PORT CARDIOL	REVISTA PORTUGUESA DE CARDIOLOGIA	0870-2551	0304-4750	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.592	0.525	0.454	0.873	1.195	0.827	0.785	0.96	1.374	1.651	1.8	1.8
GEOCARTO INT	GEOCARTO INTERNATIONAL	1010-6049	1752-0762	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.575	0.897	1.37	1.38	1.646	1.759	2.365	3.789	4.889	3.45	3.8	3.8
INT J MICROW WIREL T	INTERNATIONAL JOURNAL OF MICROWAVE AND WIRELESS TECHNOLOGIES	1759-0787	1759-0795	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.573	0.456	0.348	0.472	0.976	0.745	0.703	0.939	1.064	1.09	1.4	1.4
INT J MICRO AIR VEH	INTERNATIONAL JOURNAL OF MICRO AIR VEHICLES	1756-8293	1756-8307	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.562	0.471	0.486	0.343	0.891	0.854	1.049	1.521	1.222	1.405	1.4	1.4
BRAZ J OTORHINOLAR	BRAZILIAN JOURNAL OF OTORHINOLARYNGOLOGY	1808-8694	1808-8686	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.623	0.653	0.73	0.822	1.412	1.603	1.405	1.811	2.474	2.2	2.2
IEEE PULSE	IEEE PULSE	2154-2287	2154-2317	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.545	0.663	0.957	0.558	0.5	0.587	0.662	0.738	0.924	0.622	0.6	0.6
J COMMUT ALGEBR	JOURNAL OF COMMUTATIVE ALGEBRA	1939-0807	1939-2346	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.54	0.52	0.264	0.429	0.547	0.327	0.407	0.483	0.614	0.571	0.6	0.6
INT J PERF ANAL SPOR	INTERNATIONAL JOURNAL OF PERFORMANCE ANALYSIS IN SPORT	2474-8668	1474-8185	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.539	0.845	0.798	1.014	0.741	1.144	1.325	1.518	1.95	2.488	2.1	2.1
INT J MECH MATER DES	INTERNATIONAL JOURNAL OF MECHANICS AND MATERIALS IN DESIGN	1569-1713	1573-8841	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.517	0.732	1.196	1.926	2.102	1.896	3.143	3.48	4.011	3.561	3.7	3.7
INT J MATER FORM	INTERNATIONAL JOURNAL OF MATERIAL FORMING	1960-6206	1960-6214	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	0.509	1.418	1.081	1.241	1.978	1.936	1.75	1.634	2.028	2.378	2.4	2.4
CENTAURUS	CENTAURUS	0008-8994	1600-0498	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.286	0.564	0.387	0.28	0.111	0.162	0.231	0.2	1.198	1.2	1.2
COMPUT METH FUNCT TH	COMPUTATIONAL METHODS AND FUNCTION THEORY	1617-9447	2195-3724	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.439	0.386	0.362	0.455	0.571	0.692	0.738	0.855	1.155	2.1	2.1
GRASSL SCI	GRASSLAND SCIENCE	1744-6961	1744-697X	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.554	0.627	0.82	0.734	0.629	0.806	0.867	1.65	1.44	1.3	1.3
TRANSP LETT	TRANSPORTATION LETTERS-THE INTERNATIONAL JOURNAL OF TRANSPORTATION RESEARCH	1942-7867	1942-7875	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.41	0.526	0.405	0.706	0.727	1.5	1.84	3.598	2.844	2.8	2.8
IRAN J IMMUNOL	IRANIAN JOURNAL OF IMMUNOLOGY	1735-1383	1735-367X	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.492	0.707	0.418	0.741	0.85	0.787	0.937	1.068	1.603	1.206	0.9	0.9
J ADV PROSTHODONT	JOURNAL OF ADVANCED PROSTHODONTICS	2005-7806	2005-7814	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.486	0.631	0.64	0.844	1.027	1.144	1.36	1.504	1.904	1.989	2.6	2.6
APPL BIONICS BIOMECH	APPLIED BIONICS AND BIOMECHANICS	1176-2322	1754-2103	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.483	0.47	0.255	0.703	0.943	1.769	1.525	1.141	1.781	1.664	2.2	2.2
IT PROF	IT PROFESSIONAL	1520-9202	1941-045X	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.495	0.819	1.067	1.661	1.618	2.424	3.7	2.626	2.59	2.6	2.6
TRANSL NEUROSCI	TRANSLATIONAL NEUROSCIENCE	2081-3856	2081-6936	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.482	0.716	1.319	1.012	0.922	0.833	2.038	1.373	1.757	1.264	2.1	2.1
ACTA NATURAE	ACTA NATURAE	2075-8251	2075-8251	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.477	0.872	1.0	1.77	1.667	2.0	1.657	1.36	1.845	2.204	2.0	2.0
J BIOMATER TISS ENG	JOURNAL OF BIOMATERIALS AND TISSUE ENGINEERING	2157-9083	2157-9091	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	0.476	1.167	2.066	1.287	1.383	0.781	0.824	0.511	0.287	0.144	0.1	0.1
ADV MATH PHYS	ADVANCES IN MATHEMATICAL PHYSICS	1687-9120	1687-9139	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.459	0.532	1.1	0.787	0.643	0.71	0.936	1.13	1.128	1.364	1.2	1.2
PROBAB MATH STAT-POL	PROBABILITY AND MATHEMATICAL STATISTICS-POLAND	0208-4147	N/A	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.452	0.3	0.389	0.315	0.15	0.286	0.6	0.617	0.56	0.522	0.3	0.3
NEW YORK J MATH	NEW YORK JOURNAL OF MATHEMATICS	1076-9803	N/A	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.439	0.418	0.33	0.422	0.467	0.551	0.542	0.522	0.637	0.615	0.6	0.6
J CENT SOUTH UNIV	JOURNAL OF CENTRAL SOUTH UNIVERSITY	2095-2899	2227-5223	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.434	0.464	0.52	0.562	0.601	0.761	0.973	1.249	1.716	2.392	4.4	4.4
REV BRAS ANESTESIOL	REVISTA BRASILEIRA DE ANESTESIOLOGIA	0034-7094	1806-907X	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.428	0.415	0.51	0.517	0.903	0.85	0.968	0.867	0.964	1.098	1.0	1.0
J PAK MED ASSOC	JOURNAL OF THE PAKISTAN MEDICAL ASSOCIATION	0030-9982	0030-9982	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.409	0.403	0.414	0.488	0.616	0.718	0.642	0.573	0.781	1.002	0.9	0.9
AUTEX RES J	AUTEX RESEARCH JOURNAL	1470-9589	2300-0929	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.405	0.618	0.22	0.46	0.716	0.957	0.927	1.0	1.375	1.944	1.1	1.1
IJST-T MECH ENG	IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY-TRANSACTIONS OF MECHANICAL ENGINEERING	2228-6187	2364-1835	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.4	0.581	0.694	1.045	0.595	0.732	0.727	1.029	1.596	1.53	1.3	1.3
CRIT CARE NURS CLIN	CRITICAL CARE NURSING CLINICS OF NORTH AMERICA	0899-5885	1558-3481	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.371	0.429	0.488	0.284	0.391	0.488	0.756	0.849	1.326	1.46	1.5	1.5
HERZOGIA	HERZOGIA	0018-0971	N/A	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.366	0.919	0.653	0.821	0.74	0.838	1.03	0.604	0.848	0.613	0.7	0.7
QUANT INFR THERM J	QUANTITATIVE INFRARED THERMOGRAPHY JOURNAL	1768-6733	2116-7176	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.344	0.533	1.071	1.2	1.062	1.441	1.162	1.231	1.667	1.643	2.5	2.5
STUD LOGICA	STUDIA LOGICA	0039-3215	1572-8730	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.342	0.33	0.598	0.724	0.589	0.45	0.467	0.674	0.585	0.833	0.7	0.7
PHILOS MATH	PHILOSOPHIA MATHEMATICA	0031-8019	1744-6406	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.433	0.273	0.469	0.419	0.438	0.419	0.733	1.276	1.111	1.1	1.1
SOIL WATER RES	SOIL AND WATER RESEARCH	1801-5395	1805-9384	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.333	0.615	0.659	0.58	0.934	0.882	1.21	0.982	2.056	2.685	2.3	2.3
WILLDENOWIA	WILLDENOWIA	0511-9618	N/A	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.328	0.507	0.721	0.5	0.68	1.5	1.156	0.887	0.985	1.46	1.9	1.9
HORTIC ENVIRON BIOTE	HORTICULTURE ENVIRONMENT AND BIOTECHNOLOGY	2211-3452	2211-3460	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.319	0.491	0.725	0.662	0.812	1.193	1.531	1.585	1.842	2.138	2.4	2.4
EPIDEMIOL MIKROBI IM	EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	1210-7913	N/A	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.361	0.353	0.268	0.5	0.373	0.397	0.379	0.444	0.5	0.5	0.5
ECO MONT	ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH	2073-106X	2073-1558	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.306	0.278	0.394	0.278	0.333	0.656	0.488	0.667	0.889	0.839	0.4	0.4
THEOR BIOL FORUM	THEORETICAL BIOLOGY FORUM	2282-2593	2283-7175	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.286	0.25	0.3	0.421	0.167	0.133	0.167	0.071	0.455	1.5	1.5
